politician_name,politician_party,politician_chamber,politician_state,company,ticker,type,owner,traded_dt,published_dt,published_note,filed_after_days,size,size_low_usd,size_high_usd,price,price_usd,notional_low,notional_high,detail_url,politician,issuer,published,traded,filed_after,open,high,low,close,adj_close,volume,prev_close,ret_1d,fwd_ret_1d,roll5_ret,roll20_ret,short_name,sector,industry,market_cap,exchange,quote_type,size_low_pct_mcap,size_high_pct_mcap
Lisa McClain,Republican,House,MI,W. P. Carey Inc,WPC,sell,spouse,2025-07-16,2025-08-14,,28.0,1K–15K,1000.0,15000.0,$61.77,61.77,61770.0,926550.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,W. P. Carey IncWPC:US,14 Aug2025,16 Jul2025,days28,61.650001525878906,62.22999954223633,61.43000030517578,61.77000045776367,61.77000045776367,918000.0,61.68000030517578,0.0014591464355153683,-0.007770755037706967,-0.0004854171467189083,-0.01624463199380922,W. P. Carey Inc. REIT,Real Estate,REIT - Diversified,14262883328.0,NYQ,EQUITY,7.011205076864526e-08,1.051680761529679e-06
Lisa McClain,Republican,House,MI,W. P. Carey Inc,WPC,buy,spouse,2025-07-10,2025-08-14,,34.0,1K–15K,1000.0,15000.0,$62.48,62.48,62480.0,937200.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,W. P. Carey IncWPC:US,14 Aug2025,10 Jul2025,days34,61.7400016784668,63.08000183105469,61.61000061035156,62.47999954223633,62.47999954223633,1139900.0,61.79999923706055,0.011003241319912371,0.005761853600978473,-0.013265953200194872,-0.01466646124292242,W. P. Carey Inc. REIT,Real Estate,REIT - Diversified,14262883328.0,NYQ,EQUITY,7.011205076864526e-08,1.051680761529679e-06
Lisa McClain,Republican,House,MI,Berkley (W.R.) Corp,WRB,buy,spouse,2025-07-16,2025-08-14,,28.0,1K–15K,1000.0,15000.0,$67.97,67.97,67970.0,1019550.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Berkley (W.R.) CorpWRB:US,14 Aug2025,16 Jul2025,days28,68.3499984741211,68.77999877929688,67.45999908447266,67.97000122070312,67.97000122070312,2236800.0,67.77999877929688,0.0028032228508136914,0.002353921286470495,-0.025519695760528656,-0.07043218452449578,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,26850150400.0,NYQ,EQUITY,3.724373923804911e-08,5.586560885707366e-07
Lisa McClain,Republican,House,MI,Walmart Inc,WMT,buy,spouse,2025-06-17,2025-08-14,,57.0,1K–15K,1000.0,15000.0,$94.25,94.25,94250.0,1413750.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Walmart IncWMT:US,14 Aug2025,17 Jun2025,days57,93.94999694824219,94.81999969482422,93.62000274658203,94.25,94.03038024902344,14935600.0,94.29000091552734,-0.00042423284695036756,0.008912427988229332,-0.03154541414355864,-0.039441527091853196,Walmart Inc.,Consumer Defensive,Discount Stores,798042030080.0,NYQ,EQUITY,1.2530668339608061e-09,1.8796002509412092e-08
Lisa McClain,Republican,House,MI,Waste Management Inc,WM,buy,spouse,2025-06-17,2025-08-14,,57.0,1K–15K,1000.0,15000.0,$234.30,234.3,234300.0,3514500.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Waste Management IncWM:US,14 Aug2025,17 Jun2025,days57,234.3000030517578,235.27000427246094,232.8699951171875,234.3000030517578,234.3000030517578,872500.0,234.66000366210938,-0.0015341370695192147,-0.004609482786972485,0.001324832477098254,0.010131520303662826,"Waste Management, Inc.",Industrials,Waste Management,91365875712.0,NYQ,EQUITY,1.0945005366688123e-08,1.6417508050032185e-07
Lisa McClain,Republican,House,MI,Waste Management Inc,WM,sell,spouse,2025-06-24,2025-08-14,,50.0,1K–15K,1000.0,15000.0,$234.14,234.14,234140.0,3512100.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Waste Management IncWM:US,14 Aug2025,24 Jun2025,days50,235.00999450683594,235.69000244140625,232.22999572753906,234.13999938964844,234.13999938964844,1576700.0,234.7100067138672,-0.0024285599587308138,-0.02374646610185116,-0.002215990217104359,-0.011274854087545961,"Waste Management, Inc.",Industrials,Waste Management,91365875712.0,NYQ,EQUITY,1.0945005366688123e-08,1.6417508050032185e-07
Lisa McClain,Republican,House,MI,Waters Corp,WAT,sell,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$287.46,287.46,287460.0,4311900.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Waters CorpWAT:US,14 Aug2025,22 Jul2025,days22,285.1199951171875,291.6199951171875,284.7699890136719,287.4599914550781,287.4599914550781,1939400.0,281.6600036621094,0.0205921597584251,0.028421393135020345,-0.007252404065553498,-0.16150861151556817,Waters Corporation,Healthcare,Diagnostics & Research,17354250240.0,NYQ,EQUITY,5.762277172280766e-08,8.643415758421148e-07
Lisa McClain,Republican,House,MI,Waters Corp,WAT,buy,spouse,2025-07-16,2025-08-14,,28.0,1K–15K,1000.0,15000.0,$289.56,289.56,289560.0,4343400.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Waters CorpWAT:US,14 Aug2025,16 Jul2025,days28,291.1600036621094,291.489990234375,284.6499938964844,289.55999755859375,289.55999755859375,1383700.0,289.55999755859375,0.0,0.02541793041578999,-0.17081411000852656,-0.1674764969635092,Waters Corporation,Healthcare,Diagnostics & Research,17354250240.0,NYQ,EQUITY,5.762277172280766e-08,8.643415758421148e-07
Lisa McClain,Republican,House,MI,Watsco Inc,WSO,buy,spouse,2025-06-17,2025-08-14,,57.0,1K–15K,1000.0,15000.0,$424.29,424.29,424290.0,6364350.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Watsco IncWSO:US,14 Aug2025,17 Jun2025,days57,426.3500061035156,431.29998779296875,422.989990234375,424.2900085449219,421.5988464355469,232200.0,429.6300048828125,-0.0124292909647854,-0.0020740645904682165,-0.05681893344847949,-0.13089164787669724,"Watsco, Inc.",Industrials,Industrial Distribution,16942873600.0,NYQ,EQUITY,5.902186509849191e-08,8.853279764773786e-07
Lisa McClain,Republican,House,MI,WD-40 Co,WDFC,sell,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$217.72,217.72,217720.0,3265800.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,WD-40 CoWDFC:US,14 Aug2025,22 Jul2025,days22,214.99000549316406,219.52999877929688,214.99000549316406,217.72000122070312,217.72000122070312,162600.0,215.2899932861328,0.011287138326678603,-0.003858149610421524,-0.024333375865115078,-0.081195159301277,WD-40 Company,Basic Materials,Specialty Chemicals,2977187328.0,NMS,EQUITY,3.358874971000817e-07,5.038312456501226e-06
Lisa McClain,Republican,House,MI,WD-40 Co,WDFC,buy,spouse,2025-07-16,2025-08-14,,28.0,1K–15K,1000.0,15000.0,$225.33,225.33,225330.0,3379950.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,WD-40 CoWDFC:US,14 Aug2025,16 Jul2025,days28,224.5399932861328,227.0,223.6199951171875,225.3300018310547,224.3710174560547,164600.0,223.14999389648438,0.009769249357817866,-0.019793221841852948,-0.019152892431612736,-0.07738604687021769,WD-40 Company,Basic Materials,Specialty Chemicals,2977187328.0,NMS,EQUITY,3.358874971000817e-07,5.038312456501226e-06
Lisa McClain,Republican,House,MI,West Pharmaceutical Services Inc,WST,sell,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$218.90,218.9,218900.0,3283500.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,West Pharmaceutical Services IncWST:US,14 Aug2025,22 Jul2025,days22,211.5,218.89999389648438,211.10000610351562,218.89999389648438,218.71826171875,786000.0,210.0800018310547,0.041983967957705426,0.03841938737598305,-0.009726347548477718,0.01015227032406288,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,17703575552.0,NYQ,EQUITY,5.648576453173204e-08,8.472864679759805e-07
Lisa McClain,Republican,House,MI,West Pharmaceutical Services Inc,WST,buy,spouse,2025-06-17,2025-08-14,,57.0,1K–15K,1000.0,15000.0,$218.06,218.06,218060.0,3270900.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,West Pharmaceutical Services IncWST:US,14 Aug2025,17 Jun2025,days57,222.30999755859375,223.88999938964844,217.67999267578125,218.05999755859375,217.8789520263672,444400.0,224.3000030517578,-0.02781990819556146,-0.0005044511216322212,-0.042336405440706784,0.0038670303525000877,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,17703575552.0,NYQ,EQUITY,5.648576453173204e-08,8.472864679759805e-07
Lisa McClain,Republican,House,MI,Western Alliance Bancorporation,WAL,buy,spouse,2025-07-16,2025-08-14,,28.0,1K–15K,1000.0,15000.0,$82.36,82.36,82360.0,1235400.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Western Alliance BancorporationWAL:US,14 Aug2025,16 Jul2025,days28,81.97000122070312,82.5999984741211,80.0,82.36000061035156,81.99058532714844,917900.0,80.98999786376953,0.016915702959845236,0.027319086732949804,-0.02682260093036622,0.1399308042955236,Western Alliance Bancorporation,Financial Services,Banks - Regional,9110961152.0,NYQ,EQUITY,1.0975790405828744e-07,1.6463685608743115e-06
Lisa McClain,Republican,House,MI,Western Alliance Bancorporation,WAL,sell,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$82.05,82.05,82050.0,1230750.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Western Alliance BancorporationWAL:US,14 Aug2025,22 Jul2025,days22,80.18000030517578,82.62999725341797,79.66999816894531,82.05000305175781,81.68197631835938,2628800.0,80.01000213623047,0.02549682366029571,0.018159632033525108,0.01308809996230976,0.09839366002395257,Western Alliance Bancorporation,Financial Services,Banks - Regional,9110961152.0,NYQ,EQUITY,1.0975790405828744e-07,1.6463685608743115e-06
Lisa McClain,Republican,House,MI,Whirlpool Corp,WHR,buy,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$96.52,96.52,96520.0,1447800.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Whirlpool CorpWHR:US,14 Aug2025,22 Jul2025,days22,92.3499984741211,96.9000015258789,92.19000244140625,96.5199966430664,96.5199966430664,1141300.0,92.22000122070312,0.04662757932601225,0.03056366224862095,-0.04378844552639643,0.029327077940162725,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4925973504.0,NYQ,EQUITY,2.0300555802583545e-07,3.045083370387532e-06
Lisa McClain,Republican,House,MI,The Williams Cos Inc,WMB,sell,spouse,2025-07-10,2025-08-14,,34.0,1K–15K,1000.0,15000.0,$57.78,57.78,57780.0,866700.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,The Williams Cos IncWMB:US,14 Aug2025,10 Jul2025,days34,57.650001525878906,57.959999084472656,56.5,57.779998779296875,57.779998779296875,7391300.0,57.849998474121094,-0.001210020685748714,0.007615134141607305,-0.022996290571311803,-0.02001357400778111,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,70169001984.0,NYQ,EQUITY,1.4251307154518472e-08,2.1376960731777708e-07
Lisa McClain,Republican,House,MI,The Williams Cos Inc,WMB,buy,spouse,2025-02-24,2025-08-14,,170.0,1K–15K,1000.0,15000.0,$57.33,57.33,57330.0,859950.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,The Williams Cos IncWMB:US,14 Aug2025,24 Feb2025,days170,57.7400016784668,58.59000015258789,56.279998779296875,57.33000183105469,56.34689712524414,9039800.0,57.439998626708984,-0.0019149860425510257,-0.020059331748633724,0.00614254636065625,-0.03760278454330995,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,70169001984.0,NYQ,EQUITY,1.4251307154518472e-08,2.1376960731777708e-07
Lisa McClain,Republican,House,MI,Workday Inc,WDAY,buy,spouse,2025-03-21,2025-08-14,,145.0,1K–15K,1000.0,15000.0,$249.49,249.49,249490.0,3742350.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Workday IncWDAY:US,14 Aug2025,21 Mar2025,days145,246.99000549316406,250.19000244140625,245.22999572753906,249.49000549316406,249.49000549316406,2831800.0,250.47000122070312,-0.00391262715200591,0.0016834268295240484,0.021788128615776062,-0.02691216022876195,"Workday, Inc.",Technology,Software - Application,60274688000.0,NMS,EQUITY,1.659071217423805e-08,2.488606826135707e-07
Lisa McClain,Republican,House,MI,Workday Inc,WDAY,sell,spouse,2025-06-17,2025-08-14,,57.0,1K–15K,1000.0,15000.0,$242.70,242.7,242700.0,3640500.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Workday IncWDAY:US,14 Aug2025,17 Jun2025,days57,245.64999389648438,246.52999877929688,242.3800048828125,242.6999969482422,242.6999969482422,1818500.0,245.64999389648438,-0.01200894370665162,-0.0239801901055271,-0.03968661792765551,-0.1119648452670503,"Workday, Inc.",Technology,Software - Application,60274688000.0,NMS,EQUITY,1.659071217423805e-08,2.488606826135707e-07
Lisa McClain,Republican,House,MI,XPO Logistics Inc,XPO,buy,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$133.07,133.07,133070.0,1996050.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,XPO Logistics IncXPO:US,14 Aug2025,22 Jul2025,days22,129.19000244140625,133.36000061035156,128.82000732421875,133.07000732421875,133.07000732421875,884100.0,128.44000244140625,0.036047997468114934,0.014503588859651195,0.037259445695228745,0.06943668727680281,"XPO, Inc.",Industrials,Trucking,15002878976.0,NYQ,EQUITY,6.66538736731592e-08,9.99808105097388e-07
Lisa McClain,Republican,House,MI,YUM BRANDS  Inc,YUM,buy,spouse,2025-06-24,2025-08-14,,50.0,1K–15K,1000.0,15000.0,$142.70,142.7,142700.0,2140500.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,YUM BRANDS  IncYUM:US,14 Aug2025,24 Jun2025,days50,141.6300048828125,143.0800018310547,140.60000610351562,142.6999969482422,142.6999969482422,1629100.0,141.38999938964844,0.0092651358953868,0.03139450471862282,0.00535433629536291,-0.018906841235470193,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,41125281792.0,NYQ,EQUITY,2.4315942807582843e-08,3.6473914211374263e-07
Lisa McClain,Republican,House,MI,Zoetis Inc,ZTS,sell,spouse,2025-01-15,2025-08-14,,210.0,1K–15K,1000.0,15000.0,$167.17,167.17,167170.0,2507550.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Zoetis IncZTS:US,14 Aug2025,15 Jan2025,days210,166.10000610351562,167.97999572753906,165.38999938964844,167.1699981689453,165.5520477294922,2988300.0,164.41000366210938,0.016787266257278333,0.013160237915530892,0.02250897640305671,-0.061791418562183446,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,68298932224.0,NYQ,EQUITY,1.4641517333247614e-08,2.1962275999871421e-07
Lisa McClain,Republican,House,MI,Zoetis Inc,ZTS,buy,spouse,2024-12-11,2025-08-14,,245.0,1K–15K,1000.0,15000.0,$177.17,177.17,177170.0,2657550.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Zoetis IncZTS:US,14 Aug2025,11 Dec2024,days245,176.25999450683594,178.3800048828125,175.80999755859375,177.1699981689453,175.4552764892578,1782400.0,176.7100067138672,0.002603086625552198,0.009425964814611776,0.010552080580885161,0.018452467987989076,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,68298932224.0,NYQ,EQUITY,1.4641517333247614e-08,2.1962275999871421e-07
Lisa McClain,Republican,House,MI,Zoetis Inc,ZTS,buy,spouse,2025-07-22,2025-08-14,,22.0,1K–15K,1000.0,15000.0,$151.19,151.19,151190.0,2267850.0,https://www.capitoltrades.com/politicians/M001136,Lisa McClainRepublicanHouseMI,Zoetis IncZTS:US,14 Aug2025,22 Jul2025,days22,147.7100067138672,151.30999755859375,147.25,151.19000244140625,151.19000244140625,4560600.0,147.3699951171875,0.025921201403183325,0.014948042002392414,-0.010925017416441167,-0.0390872889260599,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,68298932224.0,NYQ,EQUITY,1.4641517333247614e-08,2.1962275999871421e-07
Michael McCaul,Republican,House,TX,Danaher Corp,DHR,buy,spouse,2025-07-29,2025-08-14,,16.0,500K–1M,500000.0,1000000.0,$206.85,206.85,103425000.0,206850000.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Danaher CorpDHR:US,14 Aug2025,29 Jul2025,days16,203.10000610351562,207.52999877929688,202.0,206.85000610351562,206.85000610351562,4973300.0,202.94000244140625,0.019266796171633516,-0.01382644682601708,0.08920015857377461,0.047129761738411276,Danaher Corporation,Healthcare,Diagnostics & Research,151036837888.0,NYQ,EQUITY,3.3104506621806428e-06,6.6209013243612855e-06
Michael McCaul,Republican,House,TX,Microsoft Corp,MSFT,buy,spouse,2025-07-11,2025-08-14,,34.0,100K–250K,100000.0,250000.0,$503.32,503.32,50332000.0,125830000.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Microsoft CorpMSFT:US,14 Aug2025,11 Jul2025,days34,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,503.32000732421875,16459500.0,501.4800109863281,0.0036691319645456577,-0.0005960786501253423,0.008980857628131379,0.06495707444501798,Microsoft Corporation,Technology,Software - Infrastructure,3866511802368.0,NMS,EQUITY,2.5863104811617585e-08,6.465776202904396e-08
Michael McCaul,Republican,House,TX,Pinterest Inc,PINS,buy,spouse,2025-07-30,2025-08-14,,15.0,15K–50K,15000.0,50000.0,$38.30,38.3,574500.0,1915000.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Pinterest IncPINS:US,14 Aug2025,30 Jul2025,days15,38.400001525878906,38.72999954223633,37.994998931884766,38.29999923706055,38.29999923706055,6247400.0,38.31999969482422,-0.000521932618031129,0.007832878408265298,0.013495589022958946,0.07343046270951656,"Pinterest, Inc.",Communication Services,Internet Content & Information,24327892992.0,NYQ,EQUITY,6.165762076038649e-07,2.055254025346216e-06
Michael McCaul,Republican,House,TX,Danaher Corp,DHR,buy,spouse,2025-07-23,2025-08-14,,22.0,15K–50K,15000.0,50000.0,$197.89,197.89,2968350.0,9894500.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Danaher CorpDHR:US,14 Aug2025,23 Jul2025,days22,200.52000427246094,201.72999572753906,194.80999755859375,197.88999938964844,197.88999938964844,6374400.0,189.91000366210938,0.04201988085755182,0.024862288059629423,0.02374545403737854,0.0021268960669924095,Danaher Corporation,Healthcare,Diagnostics & Research,151036837888.0,NYQ,EQUITY,9.931351986541928e-08,3.310450662180643e-07
Michael McCaul,Republican,House,TX,Workday Inc,WDAY,buy,spouse,2025-07-21,2025-08-14,,24.0,1K–15K,1000.0,15000.0,$233.71,233.71,233710.0,3505650.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Aug2025,21 Jul2025,days24,233.27000427246094,235.83999633789062,232.07000732421875,233.7100067138672,233.7100067138672,2176300.0,233.05999755859375,0.0027890206903053993,0.023105531390855694,0.03982030799862402,-0.018808496081362976,"Workday, Inc.",Technology,Software - Application,60274688000.0,NMS,EQUITY,1.659071217423805e-08,2.488606826135707e-07
Michael McCaul,Republican,House,TX,Danaher Corp,DHR,buy,spouse,2025-07-25,2025-08-14,,20.0,1K–15K,1000.0,15000.0,$205.48,205.48,205480.0,3082200.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Danaher CorpDHR:US,14 Aug2025,25 Jul2025,days20,203.52999877929688,206.38999938964844,202.66000366210938,205.47999572753906,205.47999572753906,5355700.0,202.80999755859375,0.013165022440148277,-0.012361267952821886,0.08118912090508677,0.019954278167881884,Danaher Corporation,Healthcare,Diagnostics & Research,151036837888.0,NYQ,EQUITY,6.620901324361286e-09,9.931351986541928e-08
Michael McCaul,Republican,House,TX,Danaher Corp,DHR,buy,spouse,2025-07-08,2025-08-14,,37.0,1K–15K,1000.0,15000.0,$200.68,200.68,200680.0,3010200.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Danaher CorpDHR:US,14 Aug2025,8 Jul2025,days37,199.17999267578125,204.61000061035156,198.97999572753906,200.67999267578125,200.67999267578125,4225600.0,199.6300048828125,0.005259669224499275,0.0013953261326768995,0.015895512282923872,0.023773024700291016,Danaher Corporation,Healthcare,Diagnostics & Research,151036837888.0,NYQ,EQUITY,6.620901324361286e-09,9.931351986541928e-08
Michael McCaul,Republican,House,TX,Booking Holdings Inc,BKNG,buy,spouse,2025-07-30,2025-08-14,,15.0,1K–15K,1000.0,15000.0,"$5,612.91",5612.91,5612910.0,84193650.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Booking Holdings IncBKNG:US,14 Aug2025,30 Jul2025,days15,5490.0,5691.56982421875,5432.0498046875,5612.91015625,5612.91015625,371400.0,5590.77001953125,0.003960122960058099,-0.019392809545516254,-0.021513735591888298,-0.020559304769252513,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,176772988928.0,NMS,EQUITY,5.656972855775506e-09,8.485459283663259e-08
Michael McCaul,Republican,House,TX,Uber Technologies Inc,UBER,buy,spouse,2025-07-31,2025-08-14,,14.0,1K–15K,1000.0,15000.0,$87.75,87.75,87750.0,1316250.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Uber Technologies IncUBER:US,14 Aug2025,31 Jul2025,days14,87.5250015258789,88.83999633789062,86.61000061035156,87.75,87.75,16922400.0,87.63999938964844,0.001255141614760813,-0.009572607839209435,-0.03433479313611418,-0.046713774135781615,"Uber Technologies, Inc.",Technology,Software - Application,193109884928.0,NYQ,EQUITY,5.178398818749464e-09,7.767598228124195e-08
Michael McCaul,Republican,House,TX,DexCom Inc,DXCM,buy,spouse,2025-07-30,2025-08-14,,15.0,1K–15K,1000.0,15000.0,$89.06,89.06,89060.0,1335900.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,DexCom IncDXCM:US,14 Aug2025,30 Jul2025,days15,89.3499984741211,89.9800033569336,88.30000305175781,89.05999755859375,89.05999755859375,4522200.0,89.3499984741211,-0.003245673424508655,-0.0930833274509495,0.030429217217768208,0.0655658723077811,"DexCom, Inc.",Healthcare,Medical Devices,31744946176.0,NMS,EQUITY,3.150107719369913e-08,4.7251615790548694e-07
Michael McCaul,Republican,House,TX,Abbott Laboratories,ABT,buy,spouse,2025-07-31,2025-08-14,,14.0,1K–15K,1000.0,15000.0,$126.19,126.19,126190.0,1892850.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Abbott LaboratoriesABT:US,14 Aug2025,31 Jul2025,days14,127.54000091552734,129.14999389648438,125.80999755859375,126.19000244140625,126.19000244140625,6722600.0,128.5500030517578,-0.018358619636915652,0.00871700176590351,0.004377611066775832,-0.05905598488479889,Abbott Laboratories,Healthcare,Medical Devices,229305614336.0,NYQ,EQUITY,4.3609922194696315e-09,6.541488329204447e-08
Michael McCaul,Republican,House,TX,Danaher Corp,DHR,buy,spouse,2025-07-01,2025-08-14,,44.0,1K–15K,1000.0,15000.0,$201.10,201.1,201100.0,3016500.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Danaher CorpDHR:US,14 Aug2025,1 Jul2025,days44,196.99000549316406,205.0399932861328,196.3800048828125,201.10000610351562,201.10000610351562,3976000.0,197.5399932861328,0.01802173199543544,0.00696168002980424,0.01838256373308782,0.06272795351677511,Danaher Corporation,Healthcare,Diagnostics & Research,151036837888.0,NYQ,EQUITY,6.620901324361286e-09,9.931351986541928e-08
Michael McCaul,Republican,House,TX,Wells Fargo & Co,WFC,sell,spouse,2025-07-07,2025-08-14,,38.0,1K–15K,1000.0,15000.0,$82.34,82.34,82340.0,1235100.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Wells Fargo & CoWFC:US,14 Aug2025,7 Jul2025,days38,82.97000122070312,83.58999633789062,81.5,82.33999633789062,81.85910034179688,18156000.0,83.5999984741211,-0.015071796163016793,-0.009108574609625886,0.03572322437598261,0.0993323719685254,Wells Fargo & Company,Financial Services,Banks - Diversified,246985228288.0,NYQ,EQUITY,4.0488251339223345e-09,6.073237700883503e-08
Michael McCaul,Republican,House,TX,Wells Fargo & Co,WFC,sell,spouse,2025-07-02,2025-08-14,,43.0,1K–15K,1000.0,15000.0,$82.36,82.36,82360.0,1235400.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Wells Fargo & CoWFC:US,14 Aug2025,2 Jul2025,days43,81.91999816894531,82.4000015258789,81.25,82.36000061035156,81.87899017333984,15195100.0,81.48999786376953,0.010676190568030819,0.015055826306218822,0.041608712890164455,0.0886979371993437,Wells Fargo & Company,Financial Services,Banks - Diversified,246985228288.0,NYQ,EQUITY,4.0488251339223345e-09,6.073237700883503e-08
Michael McCaul,Republican,House,TX,Woodward Inc,WWD,sell,spouse,2025-07-29,2025-08-14,,16.0,1K–15K,1000.0,15000.0,$262.11,262.11,262110.0,3931650.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Woodward IncWWD:US,14 Aug2025,29 Jul2025,days16,253.6199951171875,267.45001220703125,253.4499969482422,262.1099853515625,262.1099853515625,1377700.0,258.5,0.01396512708534825,0.015222696482171116,0.04305779121538482,0.06944383397112446,"Woodward, Inc.",Industrials,Aerospace & Defense,14710308864.0,NMS,EQUITY,6.797953797199075e-08,1.019693069579861e-06
Michael McCaul,Republican,House,TX,Meta Platforms Inc,META,sell,spouse,2025-07-11,2025-08-14,,34.0,15K–50K,15000.0,50000.0,$717.51,717.51,10762650.0,35875500.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Meta Platforms IncMETA:US,14 Aug2025,11 Jul2025,days34,722.5,725.1599731445312,709.7000122070312,717.510009765625,717.510009765625,10873900.0,727.239990234375,-0.013379325393828023,0.004752509509442504,-0.0020862018325573197,0.033667552113421234,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,1972607647744.0,NMS,EQUITY,7.60414774684411e-09,2.5347159156147036e-08
Michael McCaul,Republican,House,TX,Amazon.com Inc,AMZN,sell,spouse,2025-07-11,2025-08-14,,34.0,15K–50K,15000.0,50000.0,$225.02,225.02,3375300.0,11251000.0,https://www.capitoltrades.com/politicians/M001157,Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,14 Aug2025,11 Jul2025,days34,223.5800018310547,226.67999267578125,222.3699951171875,225.02000427246094,225.02000427246094,50518300.0,222.25999450683594,0.012417933203629827,0.0029775049161142597,0.007206483970997915,0.055440935710183006,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2463911641088.0,NMS,EQUITY,6.0878806487461485e-09,2.0292935495820494e-08
