politician_name,politician_party,politician_chamber,politician_state,company,ticker,type,owner,traded_dt,published_dt,published_note,filed_after_days,size,size_low_usd,size_high_usd,price,price_usd,notional_low,notional_high,detail_url,politician,issuer,published,traded,filed_after,open,high,low,close,adj_close,volume,prev_close,ret_1d,fwd_ret_1d,roll5_ret,roll20_ret,short_name,sector,industry,market_cap,exchange,quote_type,size_low_pct_mcap,size_high_pct_mcap
Julie Johnson,Democrat,House,TX,Blackrock Inc,BLK,sell,joint,2025-07-22,,13:05Yesterday,23.0,1K–15K,1000.0,15000.0,"$1,100.39",1100.39,1100390.0,16505850.000000002,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Blackrock IncBLK:US,13:05Yesterday,22 Jul2025,days23,1096.0799560546875,1103.81005859375,1086.1800537109375,1100.3900146484375,1100.3900146484375,580800.0,1093.02001953125,0.006742781454586844,0.018157180820232544,0.051837174712253735,0.11567477265285801,"BlackRock, Inc.",Financial Services,Asset Management,175759704064.0,NYQ,EQUITY,5.6895862753379836e-09,8.534379413006975e-08
Julie Johnson,Democrat,House,TX,Chevron Corp,CVX,buy,joint,2025-07-25,,13:05Yesterday,20.0,1K–15K,1000.0,15000.0,$154.84,154.84,154840.0,2322600.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Chevron CorpCVX:US,13:05Yesterday,25 Jul2025,days20,155.8300018310547,156.1999969482422,153.9600067138672,154.83999633789062,154.83999633789062,7875500.0,155.8300018310547,-0.006353112247520776,0.00929993848788202,0.03199149071277279,0.07200217197935334,Chevron Corporation,Energy,Oil & Gas Integrated,315420082176.0,NYQ,EQUITY,3.1703751806202812e-09,4.755562770930422e-08
Julie Johnson,Democrat,House,TX,Chevron Corp,CVX,exchange,joint,2025-07-21,,13:05Yesterday,24.0,1K–15K,1000.0,15000.0,$149.68,149.68,149680.0,2245200.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Chevron CorpCVX:US,13:05Yesterday,21 Jul2025,days24,151.1999969482422,151.6699981689453,149.1300048828125,149.67999267578125,149.67999267578125,17982200.0,150.0399932861328,-0.002399364345911592,0.0024051351414169364,-0.012990447082034385,0.0008692050910785397,Chevron Corporation,Energy,Oil & Gas Integrated,315420082176.0,NYQ,EQUITY,3.1703751806202812e-09,4.755562770930422e-08
Julie Johnson,Democrat,House,TX,CME Group Inc,CME,buy,joint,2025-07-22,,13:05Yesterday,23.0,1K–15K,1000.0,15000.0,$274.64,274.64,274640.0,4119600.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,CME Group IncCME:US,13:05Yesterday,22 Jul2025,days23,275.0,275.67999267578125,273.25,274.6400146484375,274.6400146484375,2722700.0,275.0,-0.0013090376420454852,0.006699665888985518,-0.0013090376420455193,0.007261831437447959,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,98715295744.0,NMS,EQUITY,1.0130142370168412e-08,1.519521355525262e-07
Julie Johnson,Democrat,House,TX,Exxon Mobil Corp,XOM,sell,joint,2025-07-25,,13:05Yesterday,20.0,1K–15K,1000.0,15000.0,$110.40,110.4,110400.0,1656000.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Exxon Mobil CorpXOM:US,13:05Yesterday,25 Jul2025,days20,110.7300033569336,110.9800033569336,109.69999694824219,110.4000015258789,109.38215637207031,10548900.0,110.79000091552734,-0.0035201677626647276,0.009420298017691175,0.02440386902416887,0.003727644968383388,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,453993463808.0,NYQ,EQUITY,2.2026748834932867e-09,3.30401232523993e-08
Julie Johnson,Democrat,House,TX,Microsoft Corp,MSFT,sell,joint,2025-07-29,,13:05Yesterday,16.0,1K–15K,1000.0,15000.0,$512.57,512.57,512570.00000000006,7688550.000000001,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Microsoft CorpMSFT:US,13:05Yesterday,29 Jul2025,days16,515.530029296875,517.6199951171875,511.55999755859375,512.5700073242188,512.5700073242188,16469200.0,512.5,0.0001365996570121819,0.0013071051770152664,0.014447757573722365,0.030477882532510412,Microsoft Corporation,Technology,Software - Infrastructure,3866511802368.0,NMS,EQUITY,2.5863104811617586e-10,3.8794657217426375e-09
Julie Johnson,Democrat,House,TX,Packaging Corp Of America,PKG,buy,joint,2025-07-22,,13:05Yesterday,23.0,1K–15K,1000.0,15000.0,$205.29,205.29,205290.0,3079350.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Packaging Corp Of AmericaPKG:US,13:05Yesterday,22 Jul2025,days23,201.69000244140625,205.8000030517578,201.69000244140625,205.2899932861328,205.2899932861328,813800.0,201.38999938964844,0.019365380149481526,0.0050173611562756015,0.028094956010242096,0.0879173111086006,Packaging Corporation of Americ,Consumer Cyclical,Packaging & Containers,17403699200.0,NYQ,EQUITY,5.7459048706150934e-08,8.618857305922639e-07
Julie Johnson,Democrat,House,TX,Packaging Corp Of America,PKG,buy,joint,2025-07-25,,13:05Yesterday,20.0,1K–15K,1000.0,15000.0,$206.53,206.53,206530.0,3097950.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Packaging Corp Of AmericaPKG:US,13:05Yesterday,25 Jul2025,days20,206.2899932861328,207.75,204.1300048828125,206.52999877929688,206.52999877929688,629900.0,205.92999267578125,0.0029136411637729065,-0.011378521848668055,0.03363195687309131,0.10061287235227646,Packaging Corporation of Americ,Consumer Cyclical,Packaging & Containers,17403699200.0,NYQ,EQUITY,5.7459048706150934e-08,8.618857305922639e-07
Julie Johnson,Democrat,House,TX,Parker-Hannifin Corp,PH,sell,joint,2025-07-25,,13:05Yesterday,20.0,1K–15K,1000.0,15000.0,$738.82,738.82,738820.0,11082300.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Parker-Hannifin CorpPH:US,13:05Yesterday,25 Jul2025,days20,731.4600219726562,740.8300170898438,726.1400146484375,738.8200073242188,738.8200073242188,499800.0,729.6199951171875,0.012609320288095471,0.00032482909503794843,0.022475006020483218,0.06810655311486155,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,93272834048.0,NYQ,EQUITY,1.072123529006721e-08,1.6081852935100814e-07
Julie Johnson,Democrat,House,TX,Philip Morris International Inc,PM,sell,joint,2025-07-22,,13:05Yesterday,23.0,1K–15K,1000.0,15000.0,$165.27,165.27,165270.0,2479050.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Philip Morris International IncPM:US,13:05Yesterday,22 Jul2025,days23,169.6199951171875,170.1999969482422,162.74000549316406,165.27000427246094,165.27000427246094,19831800.0,180.47999572753906,-0.08427522060694104,-0.003630459780992523,-0.08650228860753253,-0.10640709921876156,Philip Morris International Inc,Consumer Defensive,Tobacco,258689695744.0,NYQ,EQUITY,3.865635224178402e-09,5.798452836267603e-08
Julie Johnson,Democrat,House,TX,Synopsys Inc,SNPS,exchange,joint,2025-07-18,,13:05Yesterday,27.0,1K–15K,1000.0,15000.0,$584.76,584.76,584760.0,8771400.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Synopsys IncSNPS:US,13:05Yesterday,18 Jul2025,days27,588.2100219726562,600.9000244140625,578.8699951171875,584.760009765625,584.760009765625,3682300.0,589.010009765625,-0.007215497070569565,0.01145771272853735,0.045558538002480366,0.23466073179815466,"Synopsys, Inc.",Technology,Software - Infrastructure,114340536320.0,NMS,EQUITY,8.745804700454986e-09,1.311870705068248e-07
Julie Johnson,Democrat,House,TX,The Bank of New York Mellon Corp,BK,buy,joint,2025-07-18,,13:05Yesterday,27.0,1K–15K,1000.0,15000.0,$98.84,98.84,98840.0,1482600.0,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,The Bank of New York Mellon CorpBK:US,13:05Yesterday,18 Jul2025,days27,98.01000213623047,99.04000091552734,97.69999694824219,98.83999633789062,98.31598663330078,5658200.0,97.91999816894531,0.009395406312794341,-0.002428145211065047,0.05463076238262442,0.07903927930539167,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,71229341696.0,NYQ,EQUITY,1.4039158248407013e-08,2.105873737261052e-07
Julie Johnson,Democrat,House,TX,Unitedhealth Group Inc,UNH,sell,joint,2025-07-24,,13:05Yesterday,21.0,1K–15K,1000.0,15000.0,$278.58,278.58,278580.0,4178699.999999999,https://www.capitoltrades.com/politicians/J000310,Julie JohnsonDemocratHouseTX,Unitedhealth Group IncUNH:US,13:05Yesterday,24 Jul2025,days21,283.1000061035156,289.2099914550781,278.2200012207031,278.5799865722656,278.5799865722656,22585200.0,292.510009765625,-0.04762238121191431,0.00890233005192842,-0.032943453017211424,-0.07761076516145841,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,275333971968.0,NYQ,EQUITY,3.631952834778494e-09,5.447929252167741e-08
Scott Franklin,Republican,House,FL,Comcast Corp,CMCSA,sell,spouse,2025-08-04,,13:05Yesterday,10.0,1K–15K,1000.0,15000.0,$32.56,32.56,32560.000000000004,488400.00000000006,https://www.capitoltrades.com/politicians/F000472,Scott FranklinRepublicanHouseFL,Comcast CorpCMCSA:US,13:05Yesterday,4 Aug2025,days10,32.619998931884766,32.95000076293945,32.4900016784668,32.560001373291016,32.560001373291016,29378800.0,32.52000045776367,0.001230040435555857,-0.001535720198059587,-0.02892924071935192,-0.08126403400161193,Comcast Corporation,Communication Services,Telecom Services,123504427008.0,NMS,EQUITY,8.096875749524549e-09,1.2145313624286823e-07
Scott Franklin,Republican,House,FL,Comcast Corp,CMCSA,sell,undisclosed,2025-08-04,,13:05Yesterday,10.0,1K–15K,1000.0,15000.0,$32.56,32.56,32560.000000000004,488400.00000000006,https://www.capitoltrades.com/politicians/F000472,Scott FranklinRepublicanHouseFL,Comcast CorpCMCSA:US,13:05Yesterday,4 Aug2025,days10,32.619998931884766,32.95000076293945,32.4900016784668,32.560001373291016,32.560001373291016,29378800.0,32.52000045776367,0.001230040435555857,-0.001535720198059587,-0.02892924071935192,-0.08126403400161193,Comcast Corporation,Communication Services,Telecom Services,123504427008.0,NMS,EQUITY,8.096875749524549e-09,1.2145313624286823e-07
Scott Franklin,Republican,House,FL,Comcast Corp,CMCSA,sell,undisclosed,2025-08-04,,13:05Yesterday,10.0,15K–50K,15000.0,50000.0,$32.56,32.56,488400.00000000006,1628000.0,https://www.capitoltrades.com/politicians/F000472,Scott FranklinRepublicanHouseFL,Comcast CorpCMCSA:US,13:05Yesterday,4 Aug2025,days10,32.619998931884766,32.95000076293945,32.4900016784668,32.560001373291016,32.560001373291016,29378800.0,32.52000045776367,0.001230040435555857,-0.001535720198059587,-0.02892924071935192,-0.08126403400161193,Comcast Corporation,Communication Services,Telecom Services,123504427008.0,NMS,EQUITY,1.2145313624286823e-07,4.048437874762275e-07
Marjorie Taylor Greene,Republican,House,GA,AbbVie Inc,ABBV,buy,undisclosed,2025-08-04,,13:05Yesterday,11.0,1K–15K,1000.0,15000.0,$197.19,197.19,197190.0,2957850.0,https://www.capitoltrades.com/politicians/G000596,Marjorie Taylor GreeneRepublicanHouseGA,AbbVie IncABBV:US,13:05Yesterday,4 Aug2025,days11,194.80999755859375,197.3699951171875,193.72000122070312,197.19000244140625,197.19000244140625,4217500.0,195.22000122070312,0.010091185372322453,0.006896904475447219,0.045989804649138974,0.05095132606623676,AbbVie Inc.,Healthcare,Drug Manufacturers - General,365130285056.0,NYQ,EQUITY,2.7387484438510216e-09,4.108122665776533e-08
Marjorie Taylor Greene,Republican,House,GA,United Parcel Service Inc,UPS,buy,undisclosed,2025-08-04,,13:05Yesterday,11.0,1K–15K,1000.0,15000.0,$85.02,85.02,85020.0,1275300.0,https://www.capitoltrades.com/politicians/G000596,Marjorie Taylor GreeneRepublicanHouseGA,United Parcel Service IncUPS:US,13:05Yesterday,4 Aug2025,days11,85.4000015258789,86.11000061035156,84.7699966430664,85.0199966430664,85.0199966430664,8579500.0,84.5,0.0061538064268213954,0.02070103747027141,-0.1630242654999206,-0.15696581130952394,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,74992992256.0,NYQ,EQUITY,1.3334579270905043e-08,2.0001868906357564e-07
Marjorie Taylor Greene,Republican,House,GA,Unitedhealth Group Inc,UNH,buy,undisclosed,2025-08-04,,13:05Yesterday,11.0,1K–15K,1000.0,15000.0,$240.98,240.98,240980.0,3614700.0,https://www.capitoltrades.com/politicians/G000596,Marjorie Taylor GreeneRepublicanHouseGA,Unitedhealth Group IncUNH:US,13:05Yesterday,4 Aug2025,days11,238.24000549316406,242.25,236.9499969482422,240.97999572753906,240.97999572753906,17427900.0,237.77000427246094,0.013500405422880002,0.04158023259237642,-0.145824472216369,-0.206545709698252,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,275333971968.0,NYQ,EQUITY,3.631952834778494e-09,5.447929252167741e-08
Gil Cisneros,Democrat,House,CA,Avantor Inc,AVTR,sell,undisclosed,2025-07-23,,13:05Yesterday,22.0,1K–15K,1000.0,15000.0,$13.60,13.6,13600.0,204000.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Avantor IncAVTR:US,13:05Yesterday,23 Jul2025,days22,13.529999732971191,13.75,13.329999923706055,13.600000381469727,13.600000381469727,16674100.0,13.020000457763672,0.044546843572513595,0.030147046758229656,0.05754282617015858,0.010401214184693816,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,8814885888.0,NYQ,EQUITY,1.1344446345713148e-07,1.7016669518569723e-06
Gil Cisneros,Democrat,House,CA,Boston Scientific Corp,BSX,sell,undisclosed,2025-07-31,,13:05Yesterday,14.0,1K–15K,1000.0,15000.0,$104.92,104.92,104920.0,1573800.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Boston Scientific CorpBSX:US,13:05Yesterday,31 Jul2025,days14,106.12999725341797,106.43000030517578,104.58000183105469,104.91999816894531,104.91999816894531,6714600.0,106.76000213623047,-0.017234956261402368,0.004670277370526055,-0.012145757712523396,0.012448141944583041,Boston Scientific Corporation,Healthcare,Medical Devices,152872140800.0,NYQ,EQUITY,6.541414248318029e-09,9.812121372477045e-08
Gil Cisneros,Democrat,House,CA,CoStar Group Inc,CSGP,buy,undisclosed,2025-07-31,,13:05Yesterday,14.0,1K–15K,1000.0,15000.0,$95.19,95.19,95190.0,1427850.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,CoStar Group IncCSGP:US,13:05Yesterday,31 Jul2025,days14,96.0999984741211,96.7300033569336,94.7699966430664,95.19000244140625,95.19000244140625,3099500.0,96.25,-0.011012961647727249,-0.006198171574250511,0.02398884874027585,0.169123121863604,"CoStar Group, Inc.",Real Estate,Real Estate Services,37984460800.0,NMS,EQUITY,2.6326555094866584e-08,3.9489832642299876e-07
Gil Cisneros,Democrat,House,CA,CoStar Group Inc,CSGP,buy,undisclosed,2025-07-09,,13:05Yesterday,36.0,1K–15K,1000.0,15000.0,$84.50,84.5,84500.0,1267500.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,CoStar Group IncCSGP:US,13:05Yesterday,9 Jul2025,days36,82.83000183105469,84.55000305175781,82.69000244140625,84.5,84.5,2025900.0,82.83000183105469,0.02016175458201186,0.018343231381749314,0.031620024686785916,0.0707045357389579,"CoStar Group, Inc.",Real Estate,Real Estate Services,37984460800.0,NMS,EQUITY,2.6326555094866584e-08,3.9489832642299876e-07
Gil Cisneros,Democrat,House,CA,Daiichi Sankyo Company Ltd,DSNKY,sell,undisclosed,2025-07-03,,13:05Yesterday,42.0,1K–15K,1000.0,15000.0,$22.23,22.23,22230.0,333450.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Daiichi Sankyo Company LtdDSNKY:US,13:05Yesterday,3 Jul2025,days42,22.5,22.75,22.18000030517578,22.25,22.25,166200.0,22.799999237060547,-0.024122774362489663,-0.034157313657610655,-0.03092330630591423,-0.13959785480076528,"Daiichi Sankyo Co., Ltd.",Healthcare,Drug Manufacturers - General,46771642368.0,PNK,EQUITY,2.1380476488979898e-08,3.2070714733469844e-07
Gil Cisneros,Democrat,House,CA,General Mills Inc,GIS,buy,undisclosed,2025-07-03,,13:05Yesterday,42.0,1K–15K,1000.0,15000.0,$53.15,53.15,53150.0,797250.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,General Mills IncGIS:US,13:05Yesterday,3 Jul2025,days42,53.90999984741211,54.02000045776367,52.90999984741211,53.150001525878906,52.51676940917969,3595900.0,53.83000183105469,-0.012632366376467141,-0.024647249965800477,0.0551916349601976,-0.026735013150611702,"General Mills, Inc.",Consumer Defensive,Packaged Foods,26547161088.0,NYQ,EQUITY,3.766881124068764e-08,5.650321686103147e-07
Gil Cisneros,Democrat,House,CA,Kellogg Co,K,sell,undisclosed,2025-07-03,,13:05Yesterday,42.0,1K–15K,1000.0,15000.0,$80.00,80.0,80000.0,1200000.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Kellogg CoK:US,13:05Yesterday,3 Jul2025,days42,80.0,80.05999755859375,79.83999633789062,80.0,80.0,1739000.0,80.0,0.0,-0.004249954223632835,0.014970823518707396,-0.023318319823161272,Kellanova,Consumer Defensive,Packaged Foods,27879577600.0,NYQ,EQUITY,3.5868549170558455e-08,5.380282375583767e-07
Gil Cisneros,Democrat,House,CA,Magnolia Oil & Gas Corp,MGY,sell,undisclosed,2025-07-07,,13:05Yesterday,38.0,1K–15K,1000.0,15000.0,$22.50,22.5,22500.0,337500.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Magnolia Oil & Gas CorpMGY:US,13:05Yesterday,7 Jul2025,days38,23.239999771118164,23.280000686645508,22.239999771118164,22.5,22.356443405151367,3906700.0,23.329999923706055,-0.03557650777626775,0.05066663953993045,-0.01918049362746865,0.017178984916339127,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,4503234048.0,NYQ,EQUITY,2.220626308428551e-07,3.3309394626428264e-06
Gil Cisneros,Democrat,House,CA,Medpace Holdings Inc,MEDP,sell,undisclosed,2025-07-24,,13:05Yesterday,21.0,1K–15K,1000.0,15000.0,$455.68,455.68,455680.0,6835200.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Medpace Holdings IncMEDP:US,13:05Yesterday,24 Jul2025,days21,444.989990234375,464.42999267578125,442.510009765625,455.67999267578125,455.67999267578125,909000.0,437.4100036621094,0.041768566929678785,-0.01797314469154998,0.42774779874424307,0.464549627892324,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,12862380032.0,NMS,EQUITY,7.774610900254265e-08,1.1661916350381398e-06
Gil Cisneros,Democrat,House,CA,PTC Inc,PTC,buy,undisclosed,2025-07-09,,13:05Yesterday,36.0,1K–15K,1000.0,15000.0,$210.47,210.47,210470.0,3157050.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,PTC IncPTC:US,13:05Yesterday,9 Jul2025,days36,179.27000427246094,213.13999938964844,176.77999877929688,210.47000122070312,210.47000122070312,4183900.0,178.89999389648438,0.17646734712850742,-0.07545020568589444,0.21609748837891668,0.23667664493491425,PTC Inc.,Technology,Software - Application,24658190336.0,NMS,EQUITY,4.055447647916152e-08,6.083171471874229e-07
Gil Cisneros,Democrat,House,CA,RALLIANT CORPN,A,sell,undisclosed,2025-07-09,,13:05Yesterday,36.0,15K–50K,15000.0,50000.0,$48.74,48.74,731100.0,2437000.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,RALLIANT CORPN/A,13:05Yesterday,9 Jul2025,days36,121.4000015258789,122.3499984741211,118.9000015258789,121.30000305175781,121.30000305175781,1806700.0,121.01000213623047,0.002396503680752504,0.023660305399686443,0.007056920921973145,0.03906120671091318,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,33860546560.0,NYQ,EQUITY,4.4299343997358084e-07,1.4766447999119362e-06
Gil Cisneros,Democrat,House,CA,Revvity Inc,RVTY,buy,undisclosed,2025-07-23,,13:05Yesterday,22.0,1K–15K,1000.0,15000.0,$99.45,99.45,99450.0,1491750.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Revvity IncRVTY:US,13:05Yesterday,23 Jul2025,days22,99.80000305175781,101.44999694824219,98.37000274658203,99.44999694824219,99.44999694824219,1637100.0,96.12999725341797,0.03453656288028428,0.025339410254305417,0.04794515647212613,0.031746006618632173,"Revvity, Inc.",Healthcare,Diagnostics & Research,10537106432.0,NYQ,EQUITY,9.490271417996815e-08,1.4235407126995223e-06
Gil Cisneros,Democrat,House,CA,Rio Tinto Group,RIO,sell,undisclosed,2025-07-03,,13:05Yesterday,42.0,1K–15K,1000.0,15000.0,$59.02,59.02,59020.0,885300.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Rio Tinto GroupRIO:US,13:05Yesterday,3 Jul2025,days42,58.93000030517578,59.31999969482422,58.720001220703125,59.02000045776367,57.62285614013672,4409500.0,60.18000030517578,-0.01927550417962265,-0.023043046421607816,0.007511072259402625,0.00802734802438111,Rio Tinto Plc,Basic Materials,Other Industrial Metals & Mining,98901991424.0,NYQ,EQUITY,1.0111019865241414e-08,1.516652979786212e-07
Gil Cisneros,Democrat,House,CA,Robinhood Markets Inc,HOOD,buy,undisclosed,2025-07-09,,13:05Yesterday,36.0,1K–15K,1000.0,15000.0,$94.54,94.54,94540.0,1418100.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Robinhood Markets IncHOOD:US,13:05Yesterday,9 Jul2025,days36,92.91000366210938,94.6500015258789,91.74099731445312,94.54000091552734,94.54000091552734,42206400.0,91.2699966430664,0.035827811906787854,0.044002496217784515,0.02393587177130694,0.28801088487981935,"Robinhood Markets, Inc.",Financial Services,Capital Markets,101460025344.0,NMS,EQUITY,9.856098464488867e-09,1.4784147696733303e-07
Gil Cisneros,Democrat,House,CA,Southwest Airlines Co,LUV,buy,undisclosed,2025-07-03,,13:05Yesterday,42.0,1K–15K,1000.0,15000.0,$34.08,34.08,34080.0,511200.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Southwest Airlines CoLUV:US,13:05Yesterday,3 Jul2025,days42,34.0,34.2400016784668,33.86000061035156,34.08000183105469,34.08000183105469,3733400.0,33.9900016784668,0.002647841957739816,-0.007922548217636494,0.08121831650102214,0.05608928873924297,Southwest Airlines Company,Industrials,Airlines,16543422464.0,NYQ,EQUITY,6.044698442393595e-08,9.067047663590391e-07
Gil Cisneros,Democrat,House,CA,Ultragenyx Pharmaceutical Inc,RARE,buy,undisclosed,2025-07-15,,13:05Yesterday,30.0,1K–15K,1000.0,15000.0,$27.20,27.2,27200.0,408000.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Ultragenyx Pharmaceutical IncRARE:US,13:05Yesterday,15 Jul2025,days30,29.34000015258789,29.360000610351562,26.850000381469727,27.200000762939453,27.200000762939453,4769200.0,29.229999542236328,-0.06944915535710483,0.004044069849909793,-0.30999487502849893,-0.2744732049835471,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,2861272832.0,NMS,EQUITY,3.4949480833011316e-07,5.242422124951697e-06
Gil Cisneros,Democrat,House,CA,Berkley (W.R.) Corp,WRB,sell,undisclosed,2025-07-31,,13:05Yesterday,14.0,1K–15K,1000.0,15000.0,$68.81,68.81,68810.0,1032150.0,https://www.capitoltrades.com/politicians/C001123,Gil CisnerosDemocratHouseCA,Berkley (W.R.) CorpWRB:US,13:05Yesterday,31 Jul2025,days14,68.9800033569336,69.8499984741211,68.7300033569336,68.80999755859375,68.80999755859375,2315300.0,68.91000366210938,-0.0014512566855457987,0.006394455123059251,0.003939256484679207,-0.027558006200769723,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,26850150400.0,NYQ,EQUITY,3.724373923804911e-08,5.586560885707366e-07
George  Whitesides,Democrat,House,CA,PLANET LABS PBCN,A,sell,undisclosed,2025-03-27,2025-08-14,,139.0,50K–100K,50000.0,100000.0,$3.72,3.72,186000.0,372000.0,https://www.capitoltrades.com/politicians/W000830,George  WhitesidesDemocratHouseCA,PLANET LABS PBCN/A,14 Aug2025,27 Mar2025,days139,120.0,120.33000183105469,118.7300033569336,118.97000122070312,118.46829223632812,2075700.0,119.9000015258789,-0.007756466166308207,-0.01916448479366839,-0.010891233554113049,-0.06381807124250233,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,33860546560.0,NYQ,EQUITY,1.4766447999119362e-06,2.9532895998238723e-06
Dan Meuser,Republican,House,PA,NVIDIA Corporation,NVDA,sell,spouse,2024-08-07,2025-08-14,,371.0,250K–500K,250000.0,500000.0,$98.91,98.91,24727500.0,49455000.0,https://www.capitoltrades.com/politicians/M001204,Dan MeuserRepublicanHousePA,NVIDIA CorporationNVDA:US,14 Aug2025,7 Aug2024,days371,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.87876892089844,411440400.0,104.25,-0.05122298645458634,0.061267792278074884,-0.15475981456567645,-0.26684455579857735,NVIDIA Corporation,Technology,Semiconductors,4400742400000.0,NMS,EQUITY,5.680859665860015e-08,1.136171933172003e-07
Dan Meuser,Republican,House,PA,NVIDIA Corporation,NVDA,sell,spouse,2024-10-01,2025-08-14,,316.0,500K–1M,500000.0,1000000.0,$117.00,117.0,58500000.0,117000000.0,https://www.capitoltrades.com/politicians/M001204,Dan MeuserRepublicanHousePA,NVIDIA CorporationNVDA:US,14 Aug2025,1 Oct2024,days316,121.7699966430664,122.44000244140625,115.79000091552734,117.0,116.97305297851562,302094500.0,121.44000244140625,-0.03656128419091986,0.015811952770265814,-0.03201789243519715,0.08333333333333293,NVIDIA Corporation,Technology,Semiconductors,4400742400000.0,NMS,EQUITY,1.136171933172003e-07,2.272343866344006e-07
Austin Scott,Republican,House,GA,Ballard Power Systems Inc,BLDP,sell,spouse,2024-07-31,2025-08-14,,378.0,1K–15K,1000.0,15000.0,$2.28,2.28,2280.0,34200.0,https://www.capitoltrades.com/politicians/S001189,Austin ScottRepublicanHouseGA,Ballard Power Systems IncBLDP:US,14 Aug2025,31 Jul2024,days378,2.2100000381469727,2.380000114440918,2.2100000381469727,2.2799999713897705,2.2799999713897705,3909600.0,2.200000047683716,0.03636360089641055,-0.061403450983492314,0.022421503089070805,0.05069119411446705,"Ballard Power Systems, Inc.",Industrials,Specialty Industrial Machinery,601155968.0,NGM,EQUITY,1.663461818946793e-06,2.4951927284201893e-05
Austin Scott,Republican,House,GA,Bloom Energy Corp,BE,sell,spouse,2024-07-15,2025-08-14,,394.0,1K–15K,1000.0,15000.0,$14.54,14.54,14540.0,218100.0,https://www.capitoltrades.com/politicians/S001189,Austin ScottRepublicanHouseGA,Bloom Energy CorpBE:US,14 Aug2025,15 Jul2024,days394,13.1899995803833,14.5600004196167,12.899999618530273,14.539999961853027,14.539999961853027,8587200.0,13.970000267028809,0.04080169534208955,0.03713892457151058,0.17163578893073814,-0.037086119567514494,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,10595429376.0,NYQ,EQUITY,9.438031858011603e-08,1.4157047787017406e-06
