Unnamed: 0,return_5d_trade,return_5d_disclosed,win_flag
133,0.05099072739855215,,0
134,-0.011886482624587802,,1
135,0.12070483167522839,,1
136,-0.01574147350349775,,1
137,0.0012710913761071474,,0
138,0.0657124370507971,,1
139,0.01042285357247863,,0
140,0.034676818266844656,,0
141,0.042797509690092994,,0
142,0.012839534282551579,,0
143,0.006229051574469846,,0
144,,,
145,0.07959496369844543,,0
146,-0.009535530959040917,,1
147,0.1091667208618814,,0
148,-0.012203120081150098,,1
149,,,
150,,,
151,,,
152,0.005600828744315223,,0
153,-0.02277340301539177,,1
154,0.047443644582935596,,0
155,0.037393566098597786,,0
156,0.009208668407375997,,0
157,0.04389413208329396,,0
158,0.058871520966944146,,0
159,0.07101433194637075,,0
160,,,
161,,,
162,0.06442307390754354,,1
163,0.03251848477868036,,0
164,-0.0016455488770614757,,1
165,0.037190862317222795,,0
166,0.03288677630224868,,0
167,,,
168,0.03384879495301685,,0
169,0.03522811635998657,,0
170,0.03684262481127698,,0
171,-0.019925247631659704,,1
172,0.04084302959654229,,0
173,0.0545084894507486,,0
174,0.027359909804926197,,0
175,,,
176,,,
177,0.023931465344364078,,0
178,0.029251262263380706,,0
179,0.014878837814636725,,0
180,0.05321463923205583,,0
181,-0.020995700926515815,,1
182,-0.01188144343364983,,1
183,0.018817230126091156,,1
184,0.04521495239738771,,0
185,0.04002289652401192,,0
186,0.01184489342647943,,0
187,0.03874787458594797,,0
188,-0.010190173531438917,,1
189,0.029747876007905738,,0
190,0.01702051710570074,,0
191,0.029710250906601843,,0
192,0.001721238449696294,,0
193,0.03648449786257246,,0
194,0.10649061251132808,,0
195,0.02761867454120015,,0
196,0.0036241555217708665,,0
197,0.03451747726872645,,0
198,0.244067767053193,,1
199,0.2739599878353829,,0
200,0.020737299597315184,,0
201,-0.011819091367428536,,1
202,,,
203,,,
204,0.020431152845579392,,0
205,0.02029724680869549,,0
206,0.01790084236502265,,0
207,0.02435522522558453,,0
208,0.07093419240828625,,0
209,,,
210,0.024880586645182223,,0
211,0.02969317905579616,,0
212,-0.03132230914623291,,1
213,-0.02200866332046969,,1
214,,,
215,0.0039223528401353125,,0
216,-0.025633409767461757,,1
217,0.07391170226409827,,1
218,-0.014412887043832145,,0
219,0.022457330560617494,,0
220,,,0
221,0.09710585147889961,,0
222,0.05247259891722167,,0
223,-0.007498009659752447,,1
224,0.0433154776949356,,0
225,-0.030910235784898932,,1
226,0.001439703103529144,,0
227,-0.01527334410661596,,1
228,0.004775097195373945,,0
229,-0.015659530465897964,,1
230,0.026622874667839858,,0
231,,,
232,-0.0946365873109477,,1
233,0.02655820325517344,,0
234,0.07462889502461723,,0
235,0.033055136166316945,,1
236,,,
237,0.008466038727589442,,0
238,0.022539079099884507,,0
239,0.06736782456826318,,1
240,0.0354447743272055,,0
241,-0.017882385652818633,,1
242,0.05286560123930828,,1
243,0.014083586498709222,,0
244,0.009789296185262142,,0
245,0.054042385989629516,,0
246,-0.005459162782904703,,1
247,0.023954520370536914,,0
248,0.0074086631268424075,,0
249,0.03266293396029174,,0
250,0.04554367869286846,,0
251,0.02384549275919512,,0
252,0.058023576329551796,,0
253,0.012924653052039048,,0
254,0.00035625493764235294,,0
255,0.047922625890970405,,1
256,-0.01070452903966057,,1
257,0.01857339847758288,,0
258,0.003682613442960392,,0
259,0.019088216455555918,,0
260,0.02555442278726372,,1
261,-0.012261281804214486,,1
262,,,
263,-0.0053279323404838985,,1
264,-0.0002113850493946634,,1
265,0.0070882116381860705,,0
266,0.06410256153023686,,0
267,0.026116112820396387,,0
268,-0.030077498088511345,,1
269,0.13621381473757266,,0
270,0.0140763887774773,,0
271,0.05387321255700872,,0
272,0.02984733483132973,,0
273,0.05655104902039976,,0
274,,,
275,0.0015639499039297178,,0
276,0.023265841520990094,,0
277,0.025035997265910215,,1
278,0.021042281204450175,,0
279,0.014984486567804378,,0
280,0.07354956274634006,,0
281,0.002953966605286462,,0
282,0.059836399373585314,,0
283,0.041753613957810076,,0
284,0.10219514157448262,,0
285,0.10701194375321665,,1
286,0.07118730798649375,,1
287,-0.03533972332428914,,1
288,,,
289,0.017678076898224537,,0
290,0.015392431943491491,,0
291,0.07964072506759101,,1
292,0.06643595143851067,,0
293,0.018405565391029777,,1
294,0.004134382696422856,,0
295,0.00013832300605964853,,0
296,0.0008353915486396524,,0
297,0.050597589272773025,,0
298,0.03941148653113058,,0
299,0.0062524678532303035,,0
300,0.02594312682625155,,0
301,0.024052271738843833,,0
302,0.028510175202376642,,0
303,0.005868727736057622,,0
304,-0.03256993565930111,,1
305,0.03581835921716592,,0
306,-0.13462978355587285,,1
307,,,
308,0.01804580388585153,,0
309,0.03349864953324455,,0
310,0.04893060131542004,,0
311,0.0130509037978499,,0
312,0.05085785450973579,,0
313,0.024438270058153355,,0
314,0.01142074389016634,,0
315,-0.004120193839182051,,1
316,0.03370998295783645,,1
317,0.025427836658198144,,0
318,,,
319,0.015799940946324975,,0
320,0.008363851898630648,,0
321,,,
322,0.017032637002262208,,0
323,0.020609611549296858,,0
324,0.014875561684042804,,0
325,0.037171286904350787,,0
326,0.07447073023258843,,0
327,0.005659961370690247,,0
328,0.1361989715148697,,0
329,0.05778552493058342,,0
330,0.019699764096199113,,0
331,0.018116462277267376,,0
332,0.3045074691006344,,1
333,-0.03879095430559687,,1
334,0.03025825360836154,,0
335,,,
336,0.016102362031773954,,0
337,0.022274511587420776,,0
338,0.04948922458417848,,0
339,-0.005934034426615553,,1
340,,,
341,0.029499726558128714,,0
342,-0.1923745182209149,,1
343,,,
344,0.030465148216070048,,0
345,0.002936041512297205,,0
346,0.03557952987502966,,0
347,0.014160235106791097,,0
348,0.019639822060725454,,0
349,0.05955094621765866,,1
350,-0.019501555842748486,,1
351,0.015758551662098608,,0
352,0.03926371314168331,,0
353,0.0891131328115371,,0
354,0.024680555717340846,,0
355,0.046670197358747334,,0
356,0.02524657794890106,,0
357,0.012475322970009417,,0
358,0.007741616110121585,,0
359,,,
360,-0.045587568602402206,,1
361,-0.027320303071919683,,1
362,-0.09403902631859506,,0
363,-0.009786090757072596,0.014379663369070261,0
364,0.03628396061925754,0.06325968097012247,1
365,-0.02809885633329212,-0.011981594947076624,0
366,-0.017390646837864843,0.038736042299387874,0
367,0.011640746885545061,-0.0018173808980350703,1
368,-0.025121038263020923,0.025643173189844548,0
369,-0.010576720576134346,0.05259679045031174,0
370,0.011033203780062006,0.039715635019424544,0
371,-0.013700822113745792,0.027262037605934486,1
372,-0.013700822113745792,0.027262037605934486,1
373,0.004160971737113606,0.008790645895272453,0
374,0.004160971737113606,0.008790645895272453,0
375,0.004160971737113606,0.008790645895272453,0
376,0.004160971737113606,0.008790645895272453,0
377,0.007711765431775763,0.013599336649216198,0
378,0.007711765431775763,0.013599336649216198,0
379,0.007711765431775763,0.013599336649216198,0
380,0.005206835602105331,0.027155807023121703,0
381,0.005206835602105331,0.027155807023121703,0
382,0.005206835602105331,0.027155807023121703,0
383,0.026114167389593046,0.016664378159735316,0
384,0.026114167389593046,0.016664378159735316,0
385,0.026114167389593046,0.016664378159735316,0
386,0.026114167389593046,0.016664378159735316,0
387,0.0026016764241911794,0.038736042299387874,1
388,-0.03344176475154248,0.01631142594432844,1
389,0.03402893985336086,-0.046907480609576835,1
390,0.03402893985336086,-0.046907480609576835,1
391,0.03402893985336086,-0.046907480609576835,1
392,0.03402893985336086,-0.046907480609576835,1
393,0.10042686954521929,-0.019057043903337734,1
394,,,
395,0.009752514887260588,0.00670268051105305,1
396,0.0010274307425386375,0.015896208687971036,0
397,0.024439366293661946,0.01948745145725783,1
398,0.0038022775772321715,,0
399,,,
400,0.017255242222135925,,0
401,0.011718642160805981,,1
402,,,
403,-0.057281567151679535,,0
404,-0.08309727117670263,,0
405,0.17547567026619904,,1
406,-0.013388271259546447,,0
407,0.05800214151604299,,1
408,0.05086579916584122,,1
409,0.11737633277430626,,1
410,0.022105251364556322,,1
411,0.03391677372966262,,1
412,0.0021165131748364097,,0
413,,,
414,0.030461273726830607,,1
415,,,
416,,,
417,,,
418,,,
419,0.03343558438455729,,0
420,0.04107515335135847,,1
421,,,
422,-0.024046131078732325,,
423,0.024012189171784826,,1
424,-0.013112138437650023,,0
425,-0.025507431621311194,,1
426,0.007942712711942024,,1
427,0.015167111584258874,0.0012289544416919096,1
428,0.043408063490743665,-0.005805489831481547,1
429,0.062487453208959653,-0.028157607914228833,1
430,-0.007558523036477638,-0.028157607914228833,0
431,-0.01763688926974205,-0.011143801529055364,0
432,-0.026104292657876393,-0.011143801529055364,0
433,-0.007701576258660969,-0.00603567469906563,0
434,-0.01093373370230133,0.009997397655762574,0
435,-0.02174230896602869,-0.02966220953755494,0
436,0.054396852351201064,-0.057306130214257456,1
437,-0.005773066154385997,0.024245149026294044,1
438,-0.01734712638230229,-0.013122023128652405,1
439,-0.02352433488175676,-0.015410967247484142,1
440,,,
441,-0.0083104569264284,-0.00182612544439531,1
442,0.01249994512588426,-0.014737669659955932,0
443,-0.009176985773671209,-0.006308172985802107,1
444,0.03402893985336086,-0.007728807802590221,1
445,-0.020695268172955528,-0.022565423791592543,0
446,-0.024438119010861792,-0.006655428795968477,0
447,-0.03579753219747084,0.03165892090997269,0
448,-0.04800343984689226,-0.04865023536603552,0
449,-0.0826543859769846,-0.023351345738891527,0
450,,,
451,0.0046612848251865735,-0.033686569975513225,1
452,-0.08381178901930886,0.027621683724717405,0
453,0.037922661291995174,-0.023351345738891527,1
454,0.004148618249431468,0.03461045324506973,1
455,-0.08381178901930886,0.027621683724717405,0
456,0.0008820487425480472,-0.02955669961671381,1
457,0.015804081562400096,0.027621683724717405,1
458,0.0327219937608787,-0.031872054790184845,1
459,0.001988721368908486,-0.019020612333807474,0
460,0.010930392071017314,-0.020402676565945854,0
461,,,
462,,,
463,0.012531075622106203,-0.036510494834238405,0
464,,,
465,-0.02754387723736007,-0.026015619775140664,1
466,-0.03766134826643508,-0.026832921732385828,1
467,0.01742088337642067,-0.036066949939958515,1
468,0.03402893985336086,0.0014228799336499787,0
469,,,
470,,,
471,,,
472,0.017634559752745638,-0.006690282460244057,1
473,0.028218292979909076,-0.006690282460244057,1
474,-0.023901256323205944,-0.025602549551648757,0
475,0.014205009606553798,-0.025602549551648757,0
476,-0.10913305148053087,-0.027258669888067355,1
477,0.07908122720576283,-0.029300822213591204,0
478,0.017941964747501205,-0.0017332189962382394,1
479,0.012817168530086631,-0.0017332189962382394,1
480,-0.02198146478318508,-0.015548323114520146,0
481,0.0052419884380676685,0.01707300851247573,1
482,0.015480406509264188,-0.014096363481268859,1
483,-0.03950563276360031,-0.008648990551035962,0
484,-0.055664282266352005,-0.008648990551035962,0
485,-0.04388826614940777,-0.008648990551035962,0
486,0.002916982610802643,-0.008648990551035962,1
487,0.018966271240196342,-0.010044388960100736,1
488,0.010050241623450695,-0.04176905875277914,0
489,0.006408959688578131,-0.012386048579860587,0
490,,,
491,0.08893254130100825,-0.04163348037498327,0
492,0.022961878971707206,0.026764191557848926,0
493,-0.03290775883142316,-0.033686569975513225,1
494,0.010903012375570231,0.03891366547376118,1
495,0.0278459601037091,-0.039596884948244204,1
496,-0.050966106153325974,-0.027320303071919683,0
497,-0.02593986932941139,-0.029703020157464288,0
498,0.08893254130100825,-0.04163348037498327,0
499,0.022961878971707206,0.026764191557848926,0
500,-0.03290775883142316,-0.033686569975513225,1
501,0.010903012375570231,0.03891366547376118,1
502,0.0278459601037091,-0.039596884948244204,1
503,-0.050966106153325974,-0.027320303071919683,0
504,-0.02593986932941139,-0.029703020157464288,0
505,0.08893254130100825,-0.04163348037498327,0
506,0.08893254130100825,-0.04163348037498327,0
507,0.010903012375570231,0.03891366547376118,1
508,0.0278459601037091,-0.039596884948244204,1
509,-0.050966106153325974,-0.027320303071919683,0
510,-0.02593986932941139,-0.029703020157464288,0
511,0.004899175781313714,-0.02616477198575573,1
512,0.0069850803152813334,-0.008740461653613973,1
513,-0.033823368653620345,0.017606749489254003,0
514,-0.004684301462993257,-0.01198768714670162,0
515,0.037922661291995174,-0.023351345738891527,0
516,-0.05724588781786333,0.0050258253473378645,1
517,0.006371526577787279,0.004046232169960362,0
518,0.025093326888642187,-0.022181343044605284,0
519,0.0012092636905201015,-0.02278417322737636,1
520,,,
521,,,
522,0.01673190853689599,-0.016559365391607184,1
523,-0.08058221025708723,-0.032704300584031176,1
524,0.006371526577787279,0.004046232169960362,0
525,0.02266328037068699,-0.022181343044605284,0
526,0.060260646651775884,-0.03952014231485901,0
527,0.06515193449914003,-0.0459183834831397,0
528,0.031201293426401655,-0.03952014231485901,0
529,-0.0410479553383325,-0.017871473961511897,0
530,0.02652176566745923,-0.03381643105587406,1
531,-0.002662904572939273,-0.004046914702332316,0
532,-0.01382609918862654,-0.020981056635373085,0
533,-0.018018414719588316,-0.07493715081429142,0
534,-0.0067938673367191615,-0.009086876265911759,0
535,0.01275901850677097,-0.024873602705645426,1
536,-0.015740062042041925,-0.012386048579860587,0
537,-0.06619453334972525,-0.04163348037498327,0
538,0.0027580621937954852,-0.021730493750961366,1
539,0.0025222142469931708,0.0015599954118543646,1
540,0.01814644751377692,-0.028557351467585534,1
541,-0.08381178901930886,0.027621683724717405,0
542,-0.0006790812338065555,0.007409500048551232,0
543,-0.014346286498975958,-0.02590854120437025,0
544,-0.0364211636540418,-0.02164221498341723,0
545,0.014151470238381147,-0.04235285419424162,1
546,0.007521282510065896,-0.04842175398094006,1
547,-0.036810779770112045,-0.045587568602402206,0
548,-0.027615440165009386,-0.050063369785892875,0
549,-0.03432070935618692,-0.01211516388676348,0
550,-0.08407889387946288,-0.03311604202083207,0
551,-0.0329862886627591,-0.0267170152231182,0
552,-0.01192934996031414,-0.023679995213608973,0
553,-0.01020512319420852,-0.04300538053266523,0
554,0.0032266330024590673,-0.03167791542392007,1
555,-0.04150229620606816,-0.02143227455655916,0
556,-0.0209000985113591,-0.03160936734088016,0
557,-0.009988064069082703,-0.02199247127833126,0
558,-0.01850980137206637,-0.017383055037785144,0
559,-0.012540538236326504,-0.014288572290758084,0
560,-0.014389825439344306,0.001973064996672269,0
561,-0.0006440533383041958,0.00427813593317361,0
562,-0.03406964604098173,-0.02016195405061305,0
563,-0.027705299063812028,-0.0672313479413924,0
564,-0.021951215565582438,-0.016091884380787347,0
565,-0.050425331857307576,-0.02405556126659203,0
566,-0.028542477273733047,-0.030456653736961603,0
567,-0.044068431707790845,-0.01624292838988184,0
568,-0.0382619968455874,-0.020521516186274624,0
569,-0.01197240599031335,-0.039394504703781696,0
570,,,
571,0.02413410229880797,-0.005923196401024455,1
572,-0.039521807002039444,-0.023224912732786374,0
573,-0.033091852562509017,-0.02278417322737636,0
574,-0.004780556682198123,-0.032764875542509286,0
575,-0.029651131504246142,-0.005929382533885419,0
576,-0.023596868048383013,-0.0015864409905084198,0
577,-0.025417396792932312,-0.017683204276044417,0
578,-0.06336308301419713,-0.008486840224597336,0
579,-0.025283009859459527,-0.05238089515716482,0
580,-0.02367025786448851,-0.039596884948244204,0
581,-0.0176059434084328,0.08940794684558107,0
582,-0.024499812629313222,-0.018540304070340574,0
583,-0.01209350728005254,-0.03005464201913588,0
584,-0.001292972978977236,-0.04261842327797072,0
585,-0.022068717200658172,-0.020332214674830262,0
586,-0.00550347432135756,-0.006116227141785724,0
587,-0.027215353158926536,-0.020402676565945854,0
588,-0.030604898093864796,-0.006650603683977296,0
589,0.0384614290556049,0.02006689298471165,0
590,-0.06613066726885197,-0.023351345738891527,1
591,,,
592,-0.003186961211941841,-0.02275139604076526,1
593,0.03818902708407035,0.0014228799336499787,0
594,-0.02505319836732378,-0.05938776691572312,1
595,-0.017915581569695416,-0.05865457076668168,1
596,-0.05235873330918084,-0.011650304988818583,1
597,0.012118177945610098,-0.03927750167393618,0
598,-0.024255350588980984,-0.050095926933731216,1
599,-0.019217241971237753,-0.02371546152650239,1
600,-0.021994875052193774,-0.0052000209263393105,1
601,0.012081182378533839,-0.0445859756540915,0
602,0.0046612848251865735,-0.033686569975513225,0
603,-0.023724089391693792,0.001866036478521682,1
604,-0.05185883614605913,-0.022889821552385392,1
605,-0.06891855158934235,-0.028558849216599347,1
606,,,
607,-0.03011693853044639,-0.010079185221282483,1
608,-0.03342854897633751,-0.021858376995215534,1
609,0.020006232619814934,-0.02947111541160763,0
610,-0.026116863274255664,-0.018189121251171336,1
611,-0.04800343984689226,-0.04865023536603552,1
612,-0.0036438357332541083,-0.03178838814810403,1
613,-0.06307974750757972,-0.026015619775140664,1
614,-0.006988608785403638,-0.06825799680795619,1
615,-0.051870735997190054,-0.0614515385248936,1
616,,,
617,-0.00017921763096850896,0.004830957593919827,1
618,0.037190867507409964,-0.006690282460244057,0
619,-0.05560356552046031,0.03165892090997269,1
620,-0.0013371185450760104,-0.01536005109816685,1
621,-0.008111889925474292,-0.04345854512961955,1
622,0.00704901515931633,-0.008335920433822586,0
623,-0.032430262425012235,-0.02764461828014997,1
624,-0.01471488293246237,-0.01650333702408746,1
625,-0.009863033536376853,-0.015121332019950251,1
626,-0.01145617123113385,-0.016520133075263455,1
627,-0.02423573338501206,-0.018889194457689218,1
628,-0.00318859854660436,-0.029730248503914036,1
629,-0.01611533714079627,-0.029909638816828066,1
630,-0.01628899058864175,-0.032704300584031176,1
631,0.05524861762012856,0.041338590807255216,0
632,-0.02293721973094165,0.011152944699134526,1
633,-0.03402939521073456,-0.035940330736704995,1
634,-0.03863948899872449,-0.041287503742238885,1
635,-0.05270872536839477,-0.03919027834511668,1
636,,,
637,0.02749145922800622,-0.01268621159885841,0
638,-0.04983117137781212,-0.025184722489843492,1
639,,,
640,-0.05321035847509181,-0.027258669888067355,1
641,0.0048408346073811614,0.006052806668610966,0
642,-0.17548170915959038,-0.21879200060557247,1
643,0.013599546819699437,-0.027320303071919683,0
644,0.005078293042297455,-0.01899478383085662,0
645,0.014020494421782104,-0.06581356926154647,0
646,,,
647,0.023449048399957872,-0.016559365391607184,1
648,,,
649,,,
650,-0.04393564633979086,-0.0006068100218210581,0
651,,,
652,0.01673190853689599,-0.016559365391607184,1
653,0.0012092636905201015,-0.02278417322737636,1
654,0.05889973010208971,-0.02278417322737636,1
655,0.059170018043595896,-0.02278417322737636,1
656,,,
657,,,
658,,,
659,,,
660,,,
661,,,
662,,,
663,-0.08073335606161758,-0.026015619775140664,1
664,-0.08058221025708723,-0.032704300584031176,1
665,0.029119740238387815,0.001866036478521682,0
666,0.02463120446079281,-0.022181343044605284,0
667,0.020794343872468923,0.035806472902286,0
668,-0.0322219858152375,-0.008740461653613973,1
669,-0.03916601385826235,-0.026015619775140664,1
670,0.031201293426401655,-0.03952014231485901,0
671,,,
672,-0.02199573657537124,0.02006689298471165,1
673,0.060260646651775884,-0.03952014231485901,0
674,,,
675,-0.0016026107986829574,-0.0459183834831397,1
676,0.06515193449914003,-0.0459183834831397,0
677,,,
678,,,
679,0.010079622216178308,-0.0017332189962382394,1
680,,,
681,,,
682,0.02130104993871984,-0.036066949939958515,1
683,0.013970412693758982,-0.0017097108116924664,1
684,-0.002826207981372786,-0.04417829717151078,0
685,0.0010503011497267067,-0.033686569975513225,1
686,0.004453946111574458,-0.05181208872955112,1
687,0.012079325953863629,-0.03381643105587406,1
688,0.0004539121136619695,-0.008740461653613973,1
689,0.0025095492794791063,-0.028557351467585534,1
690,0.012822808256636176,-0.004046914702332316,1
691,0.002889920424110848,-0.03622410034754142,1
692,0.007690943981619736,-0.02164221498341723,1
693,-0.008838811312020245,-0.021730493750961366,0
694,0.03875878520838638,-0.02616477198575573,1
695,0.023449048399957872,-0.016559365391607184,1
696,-0.00899833795285343,-0.0024420242657416935,0
697,-0.006571884241403425,-0.0267170152231182,0
698,,,
699,-0.022115138209486074,-0.016091884380787347,0
700,,,
701,-0.014142544377699795,-0.03167791542392007,0
702,-0.009853667914068387,-0.03725171706105379,0
703,,,
704,-0.024493381315390916,-0.016559365391607184,0
705,0.0015332295229288917,-0.02371546152650239,1
706,0.002305860549312033,-0.03160936734088016,1
707,0.04226974108345449,-0.009872642434892387,1
708,0.014187362838433915,-0.039394504703781696,1
709,-0.020865811482433938,-0.02590854120437025,0
710,-0.02976913077704857,0.05310102837463737,0
711,0.006386582132477114,-0.017871473961511897,1
712,0.0327219937608787,-0.031872054790184845,1
713,0.01673190853689599,-0.016559365391607184,1
714,0.0012092636905201015,-0.02278417322737636,1
715,0.004123259411352276,-0.02278417322737636,1
716,0.05889973010208971,-0.02278417322737636,1
717,,,
718,0.059170018043595896,-0.02278417322737636,1
719,-0.002381367540637669,-0.028558849216599347,0
720,0.013331379755814776,-0.020521516186274624,1
721,0.002001498134042823,-0.07066258440526108,1
722,-0.030767939803110433,-0.02422977098503587,0
723,,,
724,,,
725,,,
726,,,
727,,,
728,0.01328571573719528,-0.0090686666323464,1
729,,,
730,-0.01320804648094831,-0.003680036286676014,0
731,0.009427474913409117,0.007409500048551232,1
732,-0.014774448827365894,-0.010940971526007148,0
733,-0.0010047397846623118,-0.025184722489843492,0
734,0.003223887810916981,-0.0445859756540915,1
735,0.0003258909550469813,-0.009866779447910923,1
736,-0.004593559888918963,0.009628643826756766,0
737,-0.016464217325524944,-0.006115846809985559,0
738,-0.023716906648439284,-0.01899478383085662,0
739,-0.002656052203714676,-0.023679995213608973,0
740,-0.011013816248999109,-0.02877697841726623,0
741,-0.007527870699770567,-0.04163348037498327,0
742,-0.002185284710942703,-0.0672313479413924,0
743,-0.01690045026407716,-0.012311365864237311,0
744,-0.0027848132506864687,-0.048220995508196474,0
745,0.04437793322822192,-0.012644472698695286,1
746,,,
747,0.006252318461233086,-0.008408109079962367,1
748,-0.002982496093815956,-0.008405734584439828,0
749,0.010545263420139284,-0.01045398623028515,1
750,0.002967509312609362,-0.020332214674830262,1
751,0.019334269538475723,0.0015599954118543646,1
752,,,
753,-0.04393564633979086,-0.0006068100218210581,0
754,-0.04186000873417217,-0.03791332140593995,1
755,0.001163958068723936,-0.045587568602402206,0
756,0.022173051870528537,-0.023351345738891527,0
757,0.017509043207928787,-0.011650304988818583,0
758,-0.014075061270483302,-0.05938776691572312,1
759,-0.08073335606161758,-0.026015619775140664,1
760,0.0018368142965281553,-0.02275139604076526,0
761,,,
762,0.006979779980734735,-0.013872057735409227,0
763,0.07400170613885382,0.02006689298471165,0
764,-0.030927886213034772,0.001444332144232563,1
765,-0.08058221025708723,-0.032704300584031176,1
766,-0.025681202973472095,-0.01574067243426025,1
767,0.029119740238387815,0.001866036478521682,0
768,0.02463120446079281,-0.022181343044605284,0
769,0.020794343872468923,0.035806472902286,0
770,0.011208007054023472,-0.01077616890374411,0
771,-0.0322219858152375,-0.008740461653613973,1
772,-0.024015370188708474,-0.03980799383177436,1
773,-0.03916601385826235,-0.026015619775140664,1
774,0.007838711358570505,-0.027258669888067355,0
775,0.079212855414863,-0.004163964722153635,0
776,0.031201293426401655,-0.03952014231485901,0
777,0.025185315163299693,-0.010079185221282483,0
778,0.0007413762474515195,-0.03927750167393618,0
